Supplier;Code;Description;Q;Cost Price;Cost * Q;Sales Pirce;Sales Price * Q
B158;D1210;B158 BOOKCASE BAMBOO 150x40x200;2;40;81;260;520
B73;D1213;B73 BOOKCASE TEAK BOAT WW 51x31x193;1;79;79;290;290
;D1214;BOOKCASE TEAK WW 3 SHELVES 56x41x149;2;72;144;260;520
P11;D1217;P11 CABINET TEMCOL22V PINE 2DR + GLASS 60x40x1;1;207;207;590;590
I17;D1241;I17 SHELF UNIT GLASS/IRON 71x26x153;3;80;239;590;1770
I17;D1243;I17 SHELF UNIT ZIG ZAG 91x40x203;6;166;994;1040;6240
I7;D1312;I7 SIDEBOARD AIRLOFT  ACACIA 178x45x90;1;414;414;1760;1760
I17;D1362;I17 BOOKCASE 205x150x29;2;331;663;1500;3000
;;;;;;;
A1;D1369;A1 SIDE TABLE COLORADO OAK 58x38x74;-1;110;-110;380;-380
B169;D1371.1B;B169 CONSOLE TEAK ROOT MEJA 120x40x80;1;74;74;630;630
B169;D1371.2N;B169 CONSOLE TEAK ROOT MEJA 150x45x80;1;83;83;760;760
B169;D1374;B169 CABINET 1 DOOR 2 SHELVES WW 80x40x80;-2;63;-125;330;-660
B169;D1378;B169 CABINET 8DR 6 SH  PAJANGAN RECYCLE WW 11;2;98;195;1140;2280
B171;D1379;B171 BAR TEAK;3;153;459;1100;3300
B99;D1383.1;B99 CONSOLE TV ITHAKA  REC PINE 140x50x55;2;195;390;830;1660
B99;D1387;B99 CABINET ITHAKA 2DR 6DRWS REC PINE 155x50x90;1;265;265;1130;1130
B99;D1388;B99 CABINET ITHAKA 4DR 5DRWS REC PINE 200x50x90;1;363;363;1500;1500
B99;D1394;B99 CABINET ITHAKA 2DR 4DRWS REC PINE 100x45x127;1;233;233;1000;1000
B169;D1415.3;B169 SHELF TEAK NATURAL EDGE 290x45x6;2;259;519;1500;3000
A1;D1422FOAK;A1 CABINET PRATO 60 FOAK 90x45x110;2;307;615;1130;2260
A1;D1423FOAK;A1 CABINET PRATO 59 FOAK 200x45x85;3;491;1473;1780;5340
I17;D1444;I17 IRON LOCKER 120x50x194;1;424;424;1420;1420
B169;D1452;B169 SINK CUPBOARD 80x40x55;4;72;287;290;1160
I17;D1458.2B;I17 CONSOLE IRON ARETI 106x25x90;1;109;109;620;620
I17;D1458.2N;I17 CONSOLE IRON ARETI 106x25x90;1;109;109;620;620
I17;D1459;I17 IRON MARBLE SHELF UNIT;4;97;388;830;3320
I17;D1460B;I17 SHELF UNIT IRON 119x40x190;2;144;288;950;1900
;;;;;;;
I17;D1461.1;I17 SHELF UNIT IRON 50x20x50;8;25;196;190;1520
I17;D1461.2;I17 SHELF UNIT IRON 40x20x80;7;33;232;270;1890
I17;D1462;I17 CABINET IRON/GLASS MYLOS 130x34x123;1;325;325;1540;1540
I17;D1463;I17 CONSOLE IRON WOOD 138x36x76;1;92;92;500;500
I17;D1465;I17 SHELF UNIT IRON 40x40x65;4;43;172;280;1120
I17;D1466.1G;I17 IRON SHELF XxXxX;2;57;113;340;680
I17;D1466.2G;I17 IRON SHELF;1;77;77;460;460
I17;D1467;I17 SIDEBOARD IRON + GLASS 190x40x110;1;303;303;2270;2270
I17;D1470B;I17 IRON WALL SHELF UNIT;1;57;57;380;380
I17;D1470G;I17 IRON WALL SHELF UNIT;2;57;113;710;1420
I17;D1473B;I17 DESK MARBLE TOP 130x60x180;2;28;57;830;1660
I17;D1475B;I17 SHELF UNIT IRON 180x40x80;1;226;226;1620;1620
B6;D1500;B6 WARDROBE RECYCLED TEAK;1;216;216;1180;1180
B182;D1505;B182 CABINET PYLI 100x40x200;2;200;400;1020;2040
B182;D1507;B182 CABINET AVRA 200x50x200;1;440;440;1910;1910
B182;D1510;B182 BUFFET ELATI 150x40x60;2;148;295;950;1900
B180;D1514N;B180 CONSOLE TEAK LAVARA 150x45x70;6;147;881;890;5340
B180;D1515N;B180 CONSOLE TEAK SOUFLI 180x45x50;1;181;181;990;990
B180;D1516.1B;B180 CONSOLE TEAK PEPLOS 100x45x55;3;102;307;630;1890
;;;;;;;
B180;D1516.2N;B180 CABINET TV TEAK PEPLOS 150x45x55;1;272;272;1200;1200
B180;D1517N;B180 BOOKCASE TEAK FERES 100x40x200;4;141;563;1140;4560
B180;D1518.1B;B180 BOOKCASE TEAK LOUTROS 90x50x200;4;154;615;870;3480
B180;D1521B;B180 CONSOLE TV TEAK KORIMVOS 150x45x50;2;172;345;0;0
B180;D1522N;B180 BUFFET TEAK VIRSINI 150x45x90;3;161;484;1000;3000
B180;D1523B;B180 BOOKCASE TEAK GRATINI 90x50x200;1;188;188;1180;1180
B180;D1523N;B180 BOOKCASE TEAK GRATINI 90x50x200;2;188;377;1180;2360
B180;D1525B;B180 BOOKCASE SAMARINA 140x30x145;1;105;105;830;830
B180;D1526N;B180 CABINET ELEA 90x40x190;1;150;150;1070;1070
P14;D1528;P14 CONSOLE GLASS NICKEL 120X40X80;1;212;212;790;790
;D2012.1;B169 CONSOLE SIMPLE 110X30X75;1;147;147;890;890
B180;D2026B;B180 BEDSIDE TABLE TAVRI TEAK 43x40x65;1;50;50;290;290
B180;D2026N;B180 BEDSIDE TABLE TAVRI TEAK 43x40x65;5;43;216;290;1450
B169;D2028;B169 SHELF KITCHEN 250x20x2;4;90;359;530;2120
B169;D2029.1;B169 SHELF SHOWER TEAK 45x15X3;20;10;208;70;1400
B169;D2029.2;B169 SHELF SHOWER TEAK 50x20X3;20;11;215;70;1400
B169;D2030.100;B169 SHELF TEAK STRAIGHT EDGE 55x10x3;1;17;17;105;105
B169;D2030.101;B169 SHELF TEAK STRAIGHT EDGE 55x10x3;1;17;17;105;105
B169;D2030.102;B169 SHELF TEAK STRAIGHT EDGE 55x10x3;1;17;17;105;105
;;;;;;;
B169;D2030.103;B169 SHELF TEAK STRAIGHT EDGE 55x10x3;1;17;17;105;105
B169;D2030.109;B169 SHELF TEAK STRAIGHT EDGE 40x30x4;1;31;31;190;190
B169;D2030.112;B169 SHELF TEAK STRAIGHT EDGE 150x50x4;-1;163;-163;1010;-1010
B169;D2030.113;B169 SHELF TEAK STRAIGHT EDGE 150x40x3;1;146;146;900;900
B169;D2030.116;B169 SHELF TEAK STRAIGHT EDGE 40x30x4;1;31;31;190;190
B169;D2030.117;B169 SHELF TEAK STRAIGHT EDGE 90x45x4;1;106;106;655;655
B169;D2030.130;B169 SHELF TEAK STRAIGHT EDGE 85x45x4;1;106;106;655;655
B169;D2030.131;B169 SHELF TEAK STRAIGHT EDGE 45x35x3;1;35;35;215;215
B169;D2030.133;B169 SHELF TEAK STRAIGHT EDGE 100x45x4;2;119;238;735;1470
B169;D2030.134;B169 SHELF TEAK STRAIGHT EDGE 100x35x3;1;115;115;710;710
B169;D2030.138;B169 SHELF TEAK STRAIGHT EDGE 95x45x4;-1;110;-110;680;-680
B169;D2030.141;B169 SHELF TEAK STRAIGHT EDGE 45x35x3;1;35;35;215;215
B169;D2030.142;B169 SHELF TEAK STRAIGHT EDGE 40x30x4;-1;31;-31;190;-190
B169;D2030.153;B169 SHELF TEAK STRAIGHT EDGE 40x30x4;1;31;31;190;190
B169;D2030.157;B169 SHELF TEAK STRAIGHT EDGE 45x35x3;1;35;35;215;215
B169;D2030.159;B169 SHELF TEAK STRAIGHT EDGE 95x45x4;1;128;128;790;790
B169;D2030.161;B169 SHELF TEAK STRAIGHT EDGE 170x50x4;1;190;190;1175;1175
B169;D2030.162;B169 SHELF TEAK STRAIGHT EDGE 170x40x3;1;168;168;1040;1040
B169;D2030.163;B169 SHELF TEAK STRAIGHT EDGE 45x35x4;1;44;44;270;270
;;;;;;;
B169;D2030.164;B169 SHELF TEAK STRAIGHT EDGE 125x50x4;1;146;146;900;900
B169;D2030.165;B169 SHELF TEAK STRAIGHT EDGE 125x40x3;1;137;137;845;845
B169;D2030.168;B169 SHELF TEAK STRAIGHT EDGE 45x35x4;1;44;44;270;270
B169;D2030.169;B169 SHELF TEAK STRAIGHT EDGE 125x50x4;1;146;146;900;900
B169;D2030.17;B169 SHELF TEAK STRAIGHT EDGE 100X13X4;1;12;12;58;58
B169;D2030.170;B169 SHELF TEAK STRAIGHT EDGE 125x40x3;1;137;137;845;845
B169;D2030.172;B169 SHELF TEAK STRAIGHT EDGE 170x40x3;1;168;168;1040;1040
B169;D2030.173;B169 SHELF TEAK STRAIGHT EDGE 45x35x4;1;44;44;270;270
B169;D2030.174;B169 SHELF TEAK STRAIGHT EDGE 125x50x4;1;146;146;900;900
B169;D2030.175;B169 SHELF TEAK STRAIGHT EDGE 125x40x3;1;137;137;845;845
B169;D2030.183;B169 SHELF TEAK STRAIGHT EDGE 85x45x4;1;106;106;655;655
B169;D2030.184;B169 SHELF TEAK STRAIGHT EDGE 85x35x3;1;97;97;600;600
B169;D2030.188;B169 SHELF TEAK STRAIGHT EDGE 100x25x3;1;66;66;410;410
B169;D2030.189;B169 SHELF TEAK STRAIGHT EDGE 45x35x3;1;35;35;215;215
B169;D2030.191;B169 SHELF TEAK STRAIGHT EDGE 200x50x4;1;243;243;1505;1505
B169;D2030.195;B169 SHELF TEAK STRAIGHT EDGE 110x60x4;3;132;397;820;2460
B169;D2030.196;B169 SHELF TEAK STRAIGHT EDGE 120x40x3;4;128;512;790;3160
B169;D2030.223;B169 SHELF TEAK STRAIGHT EDGE 170x50x4;1;195;195;1210;1210
B169;D2030.226;B169 SHELF TEAK STRAIGHT EDGE 95x15x4;2;27;54;150;300
;;;;;;;
B169;D2030.228;B169 SHELF TEAK STRAIGHT EDGE 100x50x7;1;173;173;965;965
B169;D2030.242;B169 SHELF TEAK STRAIGHT EDGE 220x110x200 OIK63.3.3;1;270;270;1675;1675
B169;D2030.245;B169 SHELF TEAK STRAIGHT EDGE PDH-F11 85x40X3;1;131;131;0;0
B169;D2030.246;B169 SHELF TEAK STRAIGHT EDGE PDH-F11 95x40X3;1;137;137;0;0
B169;D2030.247;B169 SHELF TEAK STRAIGHT EDGE PDH-F11 85x40X3;1;131;131;0;0
B169;D2030.249;B169 SHELF TEAK STRAIGHT EDGE PDH-F11 85x40X3;1;131;131;0;0
B169;D2030.24P;B169 SHELF TEAK STRAIGHT EDGE 100x10x4;9;20;179;99;893
B169;D2030.250;B169 SHELF TEAK STRAIGHT EDGE PDH-F11 95x40X3;1;137;137;0;0
B169;D2030.255;B169 - OIK85 SHELF TEAK STRAIGHT EDGE- DESK MAIN BED1 130x60x8;1;95;95;590;590
B169;D2030.256;B169 - OIK85 SHELF TEAK STRAIGHT EDGE - DESK MAIN BED2 160x40x8;1;110;110;685;685
B169;D2030.257;B169 - OIK85 SHELF TEAK STRAIGHT EDGE - DESK MAIN BED3 145x40x8;1;103;103;640;640
B169;D2030.286; B169 TEAK SHELVES NEW ORDER OIK85 IB  STRAIGHT EDGE 100X45X4 ;1;68;68;425;425
B169;D2030.287; B169 TEAK SHELVES NEW ORDER OIK85 IB  STRAIGHT EDGE 100X35X3 ;1;61;61;380;380
B169;D2030.288; B169 TEAK SHELVES NEW ORDER OIK85 IB  STRAIGHT EDGE 125X45X4 ;1;91;91;570;570
B169;D2030.289; B169 TEAK SHELVES NEW ORDER OIK85 IB  STRAIGHT EDGE 125X35X3 ;1;84;84;520;520
B169;D2030.290; B169 TEAK SHELVES NEW ORDER OIK85 IB  STRAIGHT EDGE 220X40X4 ;1;190;190;1180;1180
B169;D2030.291; B169 TEAK SHELVES NEW ORDER OIK85 IB  STRAIGHT EDGE 230X25X3 ;1;141;141;875;875
;;;;;;;
B169;D2030.292; B169 TEAK SHELVES NEW ORDER OIK85 IB  STRAIGHT EDGE 320X50X4 ;1;236;236;1465;1465
B169;D2030.293; B169 TEAK SHELVES NEW ORDER OIK85 IB  STRAIGHT EDGE 115X20X4 ;1;30;30;190;190
B169;D2030.294; B169 TEAK SHELVES NEW ORDER OIK85 IB  STRAIGHT EDGE 150X50X4 ;2;144;288;900;1800
B169;D2030.295; B169 TEAK SHELVES NEW ORDER OIK85 IB  STRAIGHT EDGE 150X50X3 ;2;137;274;850;1700
B169;D2030.296; B169 TEAK SHELVES NEW ORDER OIK85 BONGALOWS  STRAIGHT EDGE 115X15X3 ;9;27;243;165;1485
B169;D2030.297; B169 TEAK SHELVES NEW ORDER OIK85 BONGALOWS  STRAIGHT EDGE 95X15X3 ;1;27;27;165;165
B169;D2030.298; B169 TEAK SHELVES NEW ORDER OIK85 BONGALOWS  STRAIGHT EDGE 90X10X3 ;10;21;210;130;1300
B169;D2030.299; B169 TEAK SHELVES NEW ORDER OIK85 BONGALOWS  STRAIGHT EDGE 215X25X3 ;16;122;1952;755;12080
B169;D2030.300; B169 TEAK SHELVES NEW ORDER OIK85 BONGALOWS  STRAIGHT EDGE 55X25X2 ;16;18;288;115;1840
B169;D2030.301; B169 TEAK SHELVES NEW ORDER OIK85 BONGALOWS  STRAIGHT EDGE 120X40X4 ;1;91;91;570;570
B169;D2030.302; B169 TEAK SHELVES NEW ORDER OIK85 ANX  STRAIGHT EDGE 145X40X4 ;6;122;732;755;4530
B169;D2030.303; B169 TEAK SHELVES NEW ORDER OIK85 SPA  STRAIGHT EDGE 150X20X4 ;2;61;122;380;760
B169;D2030.304; B169 MAIN DINING TEAK CEILING ORDER 100X98X18 ;2;143;286;890;1780
B169;D2030.305; B169 MAIN DINING TEAK CEILING ORDER 100X48X18 ;1;118;118;735;735
B169;D2030.306; B169 MAIN  LIVING TEAK CEILING ORDER 96X98X18 ;3;136;408;845;2535
B169;D2030.307; B169  LIVING TEAK CEILING ORDER 96X48X18 ;1;118;118;735;735
B169;D2030.308;B169 - OIK38.02 SHELF TEAK STRAIGHT EDGE - SINK AREA 80x50x7;1;114;114;710;710
;;;;;;;
B169;D2030.309;B169 - OIK38.02 SHELF TEAK STRAIGHT EDGE - SINK AREA 80x12x3;1;15;15;95;95
B169;D2030.30P;B169 SHELF PRIME TEAK STRAIGHT EDGE 380x35x4cm;1;358;358;1790;1790
B169;D2030.310;B169 - OIK38.02 SHELF TEAK STRAIGHT EDGE - SHOWER & BEDSIDE TABLE AREA 50x30x4;2;22;44;135;270
B169;D2030.311;B169 - OIK38.02 SHELF TEAK STRAIGHT EDGE - BEDSIDE TABLE AREA 30x30x4;1;13;13;85;85
B169;D2030.312;B169 - OIK38.02 SHELF TEAK STRAIGHT EDGE -DINING AREA 255x55x7;1;285;285;1770;1770
B169;D2030.314;B169 - OIK5.4.1 SHELF TEAK STRAIGHT EDGE 285x55x4;1;224;224;1395;1395
B169;D2030.315;B169 - OIK5.4.1 SHELF TEAK STRAIGHT EDGE 285x45x3;1;213;213;1320;1320
B169;D2030.316;B169 - OIK5.4.1 SHELF TEAK STRAIGHT EDGE 55x30x4;1;21;21;130;130
B169;D2030.317;B169 - OIK5.4.1 SHELF TEAK STRAIGHT EDGE 160x50x4;1;148;148;920;920
B169;D2030.318;B169 - OIK5.4.1 SHELF TEAK STRAIGHT EDGE 160x40x3;1;137;137;850;850
B169;D2030.319;B169 - OIK5.4.1 SHELF TEAK STRAIGHT EDGE 125x50x4;1;95;95;590;590
B169;D2030.31P;B169 SHELF PRIME TEAK STRAIGHT EDGE 380x40x2cm;3;340;1020;1699;5098
B169;D2030.320;B169 - OIK5.4.1 SHELF TEAK STRAIGHT EDGE 125x40x3;1;87;87;545;545
B169;D2030.321;B169 - OIK5.4.1 SHELF TEAK STRAIGHT EDGE 105x50x4;1;80;80;495;495
B169;D2030.322;B169 - OIK5.4.1 SHELF TEAK STRAIGHT EDGE 105x40x3;1;72;72;450;450
B169;D2030.41;B169 SHELF TEAK STRAIGHT EDGE 35x85x3;1;44;44;220;220
B169;D2030.42;B169 SHELF TEAK STRAIGHT EDGE 40x95x3;1;50;50;249;249
B169;D2030.48;B169 SHELF TEAK STRAIGHT EDGE 35x110x3;1;68;68;340;340
B169;D2030.53;B169 SHELF TEAK STRAIGHT EDGE 45X4X35;1;34;34;170;170
;;;;;;;
B169;D2030.55;B169 SHELF TEAK STRAIGHT EDGE 100X3X10;8;24;192;120;961
B169;D2030.67;B169 SHELF TEAK STRAIGHT EDGE 10x50x3;1;19;19;94;94
B169;D2030.6P;B169 SHELF TEAK STRAIGHT EDGE 90X10X4;2;13;27;67;134
B169;D2030.73;B169 SHELF TEAK 110x60x4;1;130;130;652;652
B169;D2030.76;B169 SHELF TEAK 120x40x3;2;121;242;605;1211
B169;D2030.78;B169 SHELF TEAK 70x30x3;5;59;295;295;1475
B169;D2030.79;B169 SHELF TEAK 100x20x3;1;43;43;217;217
B169;D2030.84;B169 SHELF TEAK STRAIGHT EDGE 100x10x3;1;22;22;135;135
B169;D2030.86;B169 SHELF TEAK STRAIGHT EDGE 100x10x3;1;22;22;135;135
B169;D2030.90;B169 SHELF TEAK STRAIGHT EDGE 85x10x3;1;19;19;120;120
B169;D2030.91;B169 SHELF TEAK STRAIGHT EDGE 50x10x3;1;17;17;100;100
B169;D2030.92;B169 SHELF TEAK STRAIGHT EDGE 105x10x3;1;23;23;140;140
B169;D2030.96;B169 SHELF TEAK STRAIGHT EDGE 55x10x3;1;17;17;105;105
B169;D2030.97;B169 SHELF TEAK STRAIGHT EDGE 55x10x3;1;17;17;105;105
B169;D2030.98;B169 SHELF TEAK STRAIGHT EDGE 55x10x3;1;17;17;105;105
B169;D2030.99;B169 SHELF TEAK STRAIGHT EDGE 55x10x3;1;17;17;105;105
;D2031;420B169 CABINET 100x40x200;1;31;31;420;420
B169;D2039N;B169 CONSOLE TEAK 135x40x75;4;260;1042;1251;5004
B169;D2041N;B169 BOOKCASE TEAK 134X27X210;2;288;577;1730;3460
;;;;;;;
B169;D2042.1;B169 CABINET ANTZI 100X45X90;1;153;153;945;945
B169;D2043;B169 BOOKCASE TEAK TOUCH DRAWER 108X41X197;1;240;240;1664;1664
B169;D2044;B169 BEDSIDE RATTAN DOOR 40X30X45;-2;44;-88;367;-734
B203;D2049;B203 CABINET 50x40x60;7;53;372;295;2065
B203;D2050;B203 CABINET 160x35x60;1;218;218;1210;1210
B203;D2051;B203 CABINET 140x40x60;1;242;242;1280;1280
B203;D2052;B203 CABINET 200x45x70;1;247;247;1375;1375
B203;D2053;B203 DESK 110x45x75;1;143;143;795;795
B203;D2054;B203 CABINET 150x45x68;1;189;189;1050;1050
B203;D2055;B203 CABINET 75x35x75;2;112;224;590;1180
B203;D2056;B203 CABINET 50x40x120;1;123;123;685;685
B169;D2058;B169 CABINET FOR SINK 80x50x45;2;106;212;595;1190
B169;D2060;B169 MAIN TV SET 240x60x70;1;341;341;1905;1905
B169;D2062;B169 SHELF TEAK BENCH OIK63.3.3 270x80x8;1;566;566;3160;3160
B169;D2066;B169 OFFICE BOOKCASE OIK 85 MAIN 211x27x224;1;831;831;4640;4640
B169;D2067;B169 TV CASE BEDROOMS OIK85 MAIN 144x28x129;2;435;869;2430;4860
B169;D2068;B169 TV CASE BEDROOMS OIK85 MAIN 144x29x129;1;435;435;2430;2430
B169;D2069;B169 TV CASE MASTER OIK85 MAIN 210x24x129;1;613;613;3425;3425
B169;D2070;B169 CONSOLE SINK ANTIQUE OIK85 BUNGALOW 85x48x77;1;188;188;1050;1050
;;;;;;;
B169;D2071;B169 CONSOLE SINK ANTIQUE OIK85 BUNGALOW 85x48x77;1;169;169;945;945
B169;D2072;B169 CONSOLE ANTIQUE 140x40x75;1;261;261;1460;1460
B169;D2073;B169 CONSOLE ANTIQUE 180x45x75;2;318;637;1780;3560
D167;F1300;D167 BEACH TOWEL MARAKESH;9;0;0;47;423
D167;F1301;D167 BEACH TOWEL SECCO;3;0;0;38;114
I2;F2011;I2 SCARF VISCOSE SATIN 70X200;-50;0;0;24;-1200
B14;F3001;B14 PILLOWCASE ECRU FRINGE 50x50;65;3;213;20;1300
I94;F3012;I94 THROW ETHNIC 230X260;4;0;0;490;1960
I13;F4200BLR;I13 TOWEL PAREO KIKOY KENYA 100% COTTON -50%;48;11;519;20;936
I13;F4201BL;I13 KIKOY BABY HOOD;60;7;440;24;1440
I13;F4204.L;I13 BATHROBE KIKOY 100% COTTON SMALL;40;22;866;85;3400
I15;F4246;I15 CUSHION;25;6;143;28;700
I93;F4441;I93 JUTE RUG 160x240;7;46;324;275;1925
I93;F4442;I93 COTTON WOVEN RUG 120x180;40;10;413;69;2760
I93;F4443;I93 JUTE RUG 120x195;9;25;222;155;1395
I93;F4446;I93 JUTE RUG 40x40;5;1;7;8;40
I93;F4448;I93 COTTON WOOVEN RUG 120x180;24;9;225;69;1656
I84;F4467;I84 PILLOW COVER 50x50;-2;5;-10;32;-64
I84;F4470;I84 PILLOW COVER 50x37;1;4;4;25;25
;;;;;;;
D148;F4896.2;D148 ΣΕΝΤΟΝΙ LYDIA 160Χ270;6;5;31;48;288
D148;F4896.3;D148 ΣΕΝΤΟΝΙ LYDIA 240Χ270;6;7;44;72;432
D148;F4897.1;D148 SPRING BLANKET 170Χ240;25;12;298;56;1400
D148;F4897.2;D148 SPRING BLANKET 230Χ240;47;16;734;80;3760
B33;F5356;B33 TOWEL PAREO INKAS CIRCLES;-1;0;0;36;-36
B33;F5370;B33 TOWEL PAREO LEAVES;124;15;1848;65;8060
B144;F5442AQ.L;B144 SHIRT E 100% COTTON;-1;0;0;38;-38
B33;F5519;B33 TOWEL PAREO WITH BELT;25;13;325;68;1700
B33;F5520;B33 COVER BED LINEN BROWN;-1;55;-55;125;-125
I74;F6866.2;I74 SCARF CHECKS;30;3;81;22;660
I74;F6868;I74 SCARF PLAIN SMALL CHECKS;170;2;389;22;3740
I75;F6869B;I75 SCARF PLAIN;320;3;918;12;3840
D167;F6971;D167 BEACH TOWEL FINO 200x100;17;0;0;38;646
P17;F7014;P17 HAPPY SOCKS LEGGINS;40;3;105;9;340
T100;F7092;T100 SCARF 100%SILK AZO-FREE DYE;20;12;242;65;1300
I21;F7743.2;I21 SCARF 100% CASHMERE BIG 200x65;39;6;238;125;4875
P17;F7806BLW;P17 SET DUVET +2 PILLOW CASES 240x220 65x65;23;0;0;200;4600
P17;F7806GW;P17 SET DUVET+2 PILLOW CASES 240x220 65x65;17;0;0;200;3400
I84;F7874;I84 BEDSPREAD COT. NEEDLEWORK;-1;24;-24;95;-95
;;;;;;;
I80;F7884BR;I80 SCARF 30%LINEN+70%VISCOSE;59;20;1189;25;1475
I80;F7884G;I80 SCARF 30%LINEN+70%VISCOSE;49;20;988;25;1225
I80;F7884GR;I80 SCARF 30%LINEN+70%VISCOSE;36;20;726;25;900
I80;F7884PI;I80 SCARF 30%LINEN+70%VISCOSE;58;20;1169;25;1450
I74;F7887B;I74 SCARF WITH FRINGES;60;2;138;22;1320
I74;F7887BE;I74 SCARF WITH FRINGES;65;2;150;22;1430
I74;F7887BL;I74 SCARF WITH FRINGES;60;2;138;22;1320
I74;F7887BR;I74 SCARF WITH FRINGES;50;2;115;22;1100
I74;F7887G;I74 SCARF WITH FRINGES;60;2;138;22;1320
I74;F7887GR;I74 SCARF WITH FRINGES;60;2;138;22;1320
I74;F7887PI;I74 SCARF WITH FRINGES;50;2;115;22;1100
I74;F7887YE;I74 SCARF WITH FRINGES;50;2;115;22;1100
P38;F7888;P38 C CUSHION OVER RECTANGULAR;1;0;0;8;8
P42;F7921.1;P42 DUVET SINGLE WHITE 195x215cm;7;33;230;38;266
P42;F7921.2;P42 DUVET DOUBLE-KING WHITE 229x229cm;17;59;1001;62;1054
P42;F7922.1;P42 BLANKET SINGLE 160x230cm;8;20;158;21;168
P42;F7922.2;P42 BLANKET DOUBLE 200x230cm;4;7;29;25;100
P42;F7922.3;P42 BLANKET KING 220x230cm;5;26;132;27;135
P42;F7923.1;P42 SHEET SINGLE WHITE 180x280cm;5;17;83;18;90
;;;;;;;
P42;F7923.2;P42 SHEET DOUBLE WHITE 240x280cm;245;23;5637;24;5880
P42;F7923.3;P42 SHEET DOUBLE WHITE 280x280cm;43;22;947;28;1204
P42;F7924.1;P42 DUVET COVER SINGLE 200x220cm;11;30;329;32;352
P42;F7924.2;P42 DUVET COVER DOUBLE-KING 235x235cm;31;66;2043;48;1488
P42;F7926;P42 PILLOW 50x70cm;23;9;208;30;690
P42;F7927;P42 PILLOW PAD 50x70cm;4;7;26;7;28
P42;F7928.1;P42 BED PAD SINGLE 90x200cm;10;16;159;45;450
P42;F7928.3;P42 BED PAD KING 180x200cm;8;23;184;65;520
I120;F7951SF13;I120 FABRIC INDOOR SOFA CREME width 280m;601.7;4;2575;18;10831
I120;F7951SF19;I120 FABRIC INDOOR SOFA BEIGE-KHAKI width 280m;511;4;2187;18;9198
I120;F7951SF21;I120 FABRIC INDOOR SOFA GREY width 280m;388;4;1661;18;6984
I120;F7952CF32;I120 FABRIC INDOOR CURTAINS WHITE width 280m;319;2;664;7;2233
I120;F7952CF35;I120 FABRIC INDOOR CURTAINS BEIGE width 280m;408;2;849;7;2856
I48;F7953FY05;I48 FABRIC OUTDOOR GREY;800;3;2136;12;9600
I48;F7954L802-12;I48 FABRIC OUTDOOR BLACK;154;7;1033;25;3850
I48;F7954L802-27;I48 FABRIC OUTDOOR BLUE;52;7;349;25;1300
I48;F7954L802-8;I48 FABRIC OUTDOOR BEIGE;7,105427357601E-15;7;0;25;0
I48;F7954L802-9;I48 FABRIC OUTDOOR BEIGE;145.6;7;977;25;3640
I48;F7955L001;I48 FABRIC OUTDOOR STRIPES GREY WHITE;105;10;1082;35;3675
;;;;;;;
I120;F7956BF15;I120 FABRIC INDOOR BLACKOUT GREY MATTE width 280m;60;3;181;15;900
B169;F7957.2;B169 MAKRAME FABRIC FOR UMBRELLA F250;5;153;765;567;2835
B179;F7958G;B179 FABRIC STRONG SEMTEC FOR UMBRELLA F250;21;56;1173;252;5292
I74;F7960BR;I74 SCARF PLAIN;65;2;150;0;0
I74;F7961B;I74 SCARF BIG FRINGES;70;2;174;25;1750
D148;F7963.1;D148 SHEET ORFEAS 160X270;28;6;160;28;784
D148;F7963.2;D148 SHEET ORFEAS 220X270;-8;0;0;32;-256
D148;F7963.3;D148 SHEET ORFEAS 240X270;84;8;650;40;3360
D148;F7963.4;D148 SHEET ORFEAS 260X270;9;9;80;44;396
D148;F7964;D148 PILLOW CASE ORFEAS 50X70+18;194;1;265;12;2328
D148;F7967.1;D148 TOWEL FACE FIVOS 30X30;13;0;5;2;26
D148;F7967.2;D148 TOWEL BODY FIVOS 50X90;117;2;193;12;1404
D148;F7967.3;D148 TOWEL BODY FIVOS 70X140;117;4;421;23;2691
D148;F7968;D148 BATH MAT FIVOS 50X70;78;2;152;10;780
D148;F7970;D148 PILLOW ZEFIROS 50X70;27;4;99;30;810
;F7971;D148 PILLOW PAD 50X70;46;3;139;15;690
D148;F7971.1;D148 BED PAD 160X200;26;13;338;60;1560
D148;F7971.3;D148 BED PAD 90X200;30;8;248;45;1350
D148;F7972.1;D148 DUVET COVER ORFEAS 160X240;8;10;81;48;384
;;;;;;;
D148;F7972.2;D148 DUVET COVER ORFEAS 220X240;34;14;461;60;2040
D148;F7974.5;D148 SHEET AFRODITE  260X270;18;0;0;88;1575
B176;F7975;B176 RUG 150;1;31;31;220;220
D148;F7975.3;D148 PILLOW CASE AFRODITE 50X70;2;3;7;18;36
;F7975.7;D148 DUVET COVER AFRODITE  220X240;10;22;223;120;1200
D148;F7976.1;D148 DUVET ZEFIROS 200 160X240;10;11;112;52;520
D148;F7976.2;D148 DUVET ZEFIROS 200 220X240;29;13;377;68;1972
B176;F7977;B176 RUG ALL BLACK 150;2;31;62;220;440
D148;F7977.2;D148 KOYBERLI 180X240;-1;0;0;72;-72
B176;F7978;B176 RUG ALL BLACK 200;2;50;100;280;560
I187;F7983;I187 Cotton  Dish Towels;200;1;196;10;1960
I84;F7984;I84 THROW HANDLOOM STRIPE 127x177,8;10;7;68;50;500
